1445	53	1	1330578000
625	49	1	1330578000
615	1195	1	1330578000
1195	615	1	1330578000
1481	1555	1	1330578000
46	284	1	1330578000
45	1	1	1330578000
43	1555	1	1330578000
284	46	1	1330578000
96	2749	1	1330578000
96	146	1	1330578000
588	49	1	1330578000
51	544	1	1330578000
53	1445	1	1330578000
625	135	1	1330578000
1	45	1	1330578000
2749	96	1	1330578000
43	574	1	1330578000
146	96	1	1330578000
312	715	1	1330664400
312	1	1	1330664400
96	2748	1	1330664400
2347	1999	1	1330664400
1445	43	1	1330664400
1805	2347	1	1330664400
70	1195	1	1330664400
588	842	1	1330664400
135	625	1	1330664400
1246	564	1	1330664400
715	312	1	1330664400
1	298	1	1330664400
564	1246	1	1330664400
1195	70	1	1330664400
269	46	1	1330664400
43	1554	1	1330664400
49	625	1	1330664400
1	473	1	1330664400
46	269	1	1330664400
2748	96	1	1330664400
43	1541	1	1330750800
43	910	1	1330750800
574	2347	1	1330750800
636	1513	1	1330750800
1999	2347	1	1330750800
1541	43	1	1330750800
1999	520	1	1330750800
1513	636	1	1330750800
2347	574	1	1330750800
115	574	1	1330750800
2347	1805	1	1330750800
520	1999	1	1330750800
574	115	1	1330750800
1034	1427	1	1330750800
70	1	1	1330837200
617	2865	1	1330837200
2735	1669	1	1330837200
70	1862	1	1330837200
1862	72	1	1330837200
810	1966	1	1330837200
1669	2735	1	1330837200
1427	1034	1	1330837200
70	30	1	1330837200
1862	590	1	1330837200
590	1862	1	1330837200
1327	553	1	1330837200
553	1327	1	1330837200
1862	70	1	1330837200
590	2127	1	1330837200
2133	2735	1	1330837200
72	1862	1	1330837200
1427	681	1	1330837200
588	3536	1	1330923600
528	46	1	1330923600
135	1243	1	1330923600
3536	588	1	1330923600
305	480	1	1330923600
30	1387	1	1331010000
49	356	1	1331010000
3044	590	1	1331010000
589	53	1	1331010000
1189	3044	1	1331010000
49	524	1	1331010000
2735	2133	1	1331010000
522	1387	1	1331010000
51	562	1	1331010000
1387	568	1	1331010000
1387	522	1	1331010000
562	51	1	1331010000
590	3044	1	1331010000
1118	70	1	1331096400
529	1805	1	1331096400
46	528	1	1331096400
1118	553	1	1331096400
1327	1434	1	1331096400
1805	529	1	1331096400
626	631	1	1331096400
617	43	1	1331096400
70	557	1	1331096400
70	1118	1	1331096400
564	1199	1	1331096400
1199	564	1	1331096400
631	626	1	1331096400
70	1861	1	1331096400
53	1444	1	1331096400
1444	53	1	1331096400
1445	615	1	1331096400
1230	70	1	1331182800
2308	1679	1	1331182800
589	3538	1	1331182800
615	1445	1	1331182800
46	1740	1	1331182800
72	1860	1	1331182800
70	1230	1	1331182800
2865	617	1	1331182800
1178	590	1	1331182800
70	1860	1	1331182800
590	1178	1	1331182800
2865	1427	1	1331182800
3538	589	1	1331182800
876	1418	1	1331182800
715	1805	1	1331269200
589	3544	1	1331269200
3544	589	1	1331269200
627	1418	1	1331269200
1861	70	1	1331269200
1805	715	1	1331269200
345	126	1	1331269200
126	345	1	1331269200
363	49	1	1331269200
589	2308	1	1331355600
2308	589	1	1331355600
627	590	1	1331355600
659	320	1	1331355600
590	3045	1	1331355600
320	659	1	1331355600
394	3404	1	1331355600
625	131	1	1331355600
1561	589	1	1331355600
1561	528	1	1331442000
43	626	1	1331442000
1860	72	1	1331442000
589	131	1	1331442000
589	2973	1	1331442000
522	1561	1	1331442000
556	49	1	1331442000
528	1561	1	1331442000
2973	589	1	1331442000
43	1561	1	1331442000
131	589	1	1331442000
136	131	1	1331442000
876	1459	1	1331442000
1860	70	1	1331442000
1459	876	1	1331442000
556	43	1	1331442000
131	136	1	1331442000
43	1540	1	1331524800
149	1004	1	1331524800
1195	521	1	1331524800
626	311	1	1331524800
311	1	1	1331524800
626	83	1	1331524800
1	311	1	1331524800
519	626	1	1331524800
1679	676	1	1331524800
1481	676	1	1331524800
521	1195	1	1331524800
49	574	1	1331524800
83	626	1	1331524800
1318	1238	1	1331524800
676	1481	1	1331524800
135	1418	1	1331524800
626	519	1	1331524800
676	1679	1	1331524800
1238	1318	1	1331524800
3128	1192	1	1331611200
762	589	1	1331611200
1196	528	1	1331611200
135	1441	1	1331611200
3543	589	1	1331611200
1805	2302	1	1331611200
589	3543	1	1331611200
626	3158	1	1331611200
557	49	1	1331611200
1540	43	1	1331611200
574	556	1	1331611200
556	1441	1	1331611200
1679	133	1	1331611200
556	574	1	1331611200
528	1196	1	1331611200
1679	2319	1	1331611200
2302	1805	1	1331611200
519	1679	1	1331611200
1481	53	1	1331611200
53	1481	1	1331611200
3357	67	1	1331611200
589	762	1	1331611200
528	1178	1	1331611200
135	574	1	1331611200
590	135	1	1331611200
528	659	1	1331611200
1679	1560	1	1331611200
1560	1679	1	1331611200
557	70	1	1331611200
556	626	1	1331611200
67	3357	1	1331611200
590	133	1	1331697600
361	70	1	1331697600
310	1	1	1331697600
958	553	1	1331697600
589	1188	1	1331697600
1	312	1	1331697600
70	361	1	1331697600
557	519	1	1331697600
590	1243	1	1331697600
3534	589	1	1331697600
