51	994	1	1296536400
544	994	1	1296536400
543	144	1	1296536400
55	577	1	1296536400
994	544	1	1296536400
994	51	1	1296536400
3347	2601	1	1379217600
612	1021	1	1379217600
2601	3347	1	1379217600
92	706	1	1379217600
1021	612	1	1379217600
275	1009	1	1379217600
1126	1153	1	1374638400
1016	563	1	1374638400
2146	743	1	1374638400
743	2146	1	1374638400
563	1016	1	1374638400
43	808	1	1374638400
716	1013	1	1374638400
856	133	1	1370059200
691	770	1	1370059200
728	776	1	1370059200
856	540	1	1370059200
624	711	1	1370059200
776	728	1	1370059200
565	720	1	1365480000
2004	3473	1	1365480000
587	711	1	1365480000
1504	530	1	1365480000
725	209	1	1365480000
284	757	1	1365480000
757	1190	1	1365480000
688	869	1	1365480000
579	869	1	1365480000
587	1042	1	1365480000
1364	1042	1	1365480000
276	2075	1	1365480000
1206	784	1	1365480000
2092	565	1	1365480000
777	1587	1	1365480000
1278	29	1	1365480000
547	29	1	1365480000
775	690	1	1365480000
547	1278	1	1365480000
1042	587	1	1365480000
2092	720	1	1365480000
690	775	1	1365480000
1042	1364	1	1365480000
757	710	1	1365480000
824	3176	1	1365480000
720	565	1	1365480000
757	2713	1	1365480000
784	1206	1	1365480000
711	43	1	1365480000
1120	725	1	1365480000
2075	276	1	1365480000
2092	3192	1	1365480000
1178	46	1	1365480000
869	579	1	1365480000
29	1278	1	1365480000
565	2092	1	1365480000
1278	547	1	1365480000
757	284	1	1365480000
1120	58	1	1365480000
720	2092	1	1365480000
3192	2092	1	1365480000
824	2629	1	1365480000
725	1120	1	1365480000
209	725	1	1365480000
1728	674	1	1450846800
1919	1268	1	1351742400
1131	1238	1	1351742400
1071	1620	1	1351742400
1641	1620	1	1351742400
540	165	1	1351742400
1658	8	1	1351742400
767	271	1	1351742400
1620	1071	1	1351742400
2275	1071	1	1351742400
1214	564	1	1351742400
1071	2275	1	1351742400
258	43	1	1351742400
3221	802	1	1351742400
43	258	1	1351742400
3221	2103	1	1351742400
1927	3017	1	1351742400
1620	1641	1	1351742400
564	1214	1	1351742400
11	1	1	1351742400
278	2570	1	1347163200
876	242	1	1347163200
1	268	1	1347163200
269	1	1	1347163200
2349	2570	1	1347163200
1	269	1	1347163200
149	954	1	1347163200
954	149	1	1347163200
268	1	1	1347163200
1	30	1	1342584000
3373	261	1	1342584000
14	1	1	1342584000
955	149	1	1342584000
37	281	1	1342584000
1459	625	1	1342584000
261	3373	1	1342584000
684	564	1	1342584000
2229	610	1	1342584000
49	586	1	1342584000
373	1162	1	1342584000
109	2491	1	1342584000
2301	2735	1	1342584000
2933	61	1	1342584000
610	1221	1	1342584000
281	37	1	1342584000
30	586	1	1342584000
625	1459	1	1342584000
61	2933	1	1342584000
547	1145	1	1342584000
610	2229	1	1342584000
3453	2008	1	1342584000
2971	540	1	1338004800
1240	2233	1	1338004800
1	286	1	1338004800
2094	3760	1	1338004800
564	1233	1	1338004800
564	1259	1	1338004800
1474	53	1	1338004800
3453	3045	1	1338004800
540	2971	1	1338004800
3453	2321	1	1338004800
540	2233	1	1338004800
704	2321	1	1338004800
1228	1658	1	1338004800
139	574	1	1338004800
556	540	1	1338004800
540	704	1	1338004800
53	1474	1	1338004800
120	1233	1	1338004800
3760	2094	1	1338004800
2233	540	1	1338004800
2094	1233	1	1338004800
1233	2094	1	1338004800
637	564	1	1338004800
43	769	1	1338004800
1233	564	1	1338004800
49	521	1	1333425600
1481	762	1	1333425600
43	1442	1	1333425600
2476	1481	1	1333425600
626	1442	1	1333425600
2331	519	1	1333425600
1197	129	1	1333425600
43	810	1	1333425600
524	1481	1	1333425600
356	1477	1	1333425600
762	1481	1	1333425600
681	1427	1	1333425600
1481	2476	1	1333425600
856	519	1	1333425600
1481	13	1	1333425600
519	135	1	1333425600
1477	356	1	1333425600
519	856	1	1333425600
1481	524	1	1333425600
13	1481	1	1333425600
129	1197	1	1333425600
305	126	1	1333425600
616	2635	1	1375502400
182	22	1	1375502400
182	1	1	1375502400
1550	258	1	1375502400
1550	1098	1	1375502400
258	1550	1	1375502400
743	81	1	1375502400
1057	3708	1	1375502400
1098	1550	1	1375502400
2730	258	1	1375502400
258	2730	1	1375502400
585	1052	1	1375502400
258	1126	1	1375502400
1052	585	1	1375502400
1026	1192	1	1375502400
1192	1026	1	1375502400
831	2118	1	1391576400
2090	731	1	1391576400
652	691	1	1391576400
82	1	1	1391576400
839	691	1	1391576400
3174	831	1	1391576400
612	1107	1	1391576400
691	652	1	1391576400
1	82	1	1391576400
2118	831	1	1391576400
612	784	1	1391576400
831	3174	1	1391576400
149	892	1	1315108800
1027	612	1	1386478800
706	541	1	1386478800
1040	612	1	1386478800
1	413	1	1386478800
612	1040	1	1386478800
728	1046	1	1386478800
728	778	1	1386478800
269	1675	1	1321246800
681	346	1	1321246800
3132	3756	1	1321246800
1021	681	1	1321246800
2180	38	1	1321246800
681	1021	1	1321246800
1675	269	1	1321246800
540	2238	1	1359003600
2238	689	1	1359003600
610	2238	1	1359003600
1405	135	1	1359003600
8	2238	1	1359003600
8	2649	1	1359003600
547	1230	1	1359003600
514	2238	1	1359003600
540	2978	1	1359003600
276	133	1	1359003600
1132	1230	1	1359003600
711	1038	1	1359003600
1230	1034	1	1359003600
1038	711	1	1359003600
1230	547	1	1359003600
789	133	1	1359003600
2238	514	1	1359003600
540	2649	1	1359003600
562	1999	1	1359003600
108	3398	1	1359003600
2238	8	1	1359003600
1034	1230	1	1359003600
2238	540	1	1359003600
1999	562	1	1359003600
135	1405	1	1359003600
552	816	1	1389070800
547	528	1	1389070800
1574	816	1	1389070800
816	1213	1	1389070800
8	735	1	1389070800
876	1230	1	1389070800
1124	711	1	1389070800
1112	711	1	1389070800
8	839	1	1389070800
816	1574	1	1389070800
43	711	1	1389070800
816	552	1	1389070800
570	2503	1	1389070800
1134	804	1	1446264000
582	1707	1	1441684800
1708	1770	1	1441684800
1708	1745	1	1441684800
1699	1707	1	1441684800
1744	1134	1	1437105600
1744	582	1	1437105600
1744	1748	1	1437105600
1744	584	1	1437105600
1744	1720	1	1437105600
542	46	1	1432526400
584	3742	1	1432526400
584	547	1	1432526400
2925	880	1	1351224000
293	45	1	1351224000
1424	1387	1	1351224000
115	123	1	1351224000
1071	1612	1	1351224000
1927	2943	1	1351224000
1927	541	1	1351224000
803	540	1	1351224000
1038	2349	1	1351224000
2943	1927	1	1351224000
541	1927	1	1351224000
880	1218	1	1351224000
659	847	1	1351224000
625	1611	1	1351224000
1268	1919	1	1351224000
540	1190	1	1351224000
768	610	1	1351224000
1190	540	1	1351224000
